,train_loss,train_accuracy,test_loss,test_accuracy
0,1.0954670757055283,0.3828125,1.094441254933675,0.2604166666666667
1,1.1023054718971252,0.3046875,1.1165715456008911,0.2604166666666667
2,1.100392684340477,0.35546875,1.1159524122873943,0.3020833333333333
3,1.0535740554332733,0.5390625,1.0045923590660095,0.5833333333333334
4,1.007168933749199,0.5234375,0.9688009818394979,0.5738636453946432
5,0.9866807907819748,0.4609375,0.9459419647852579,0.4526515205701192
6,0.919876292347908,0.5546875,1.2382995287577312,0.3958333333333333
7,0.967094674706459,0.59765625,1.0885597467422485,0.40435606241226196
8,0.9313015937805176,0.44921875,0.9722708463668823,0.39299242695172626
9,0.810917854309082,0.62109375,0.9130853215853373,0.6145833333333334
10,0.887880228459835,0.5703125,0.9062246680259705,0.564393937587738
11,0.7938925549387932,0.6796875,1.0423003037770588,0.41477272907892865
12,0.7727416455745697,0.66796875,1.0024004578590393,0.38352272907892865
13,0.7946971952915192,0.69140625,0.9378835956255595,0.5151515205701193
14,0.7752452418208122,0.67578125,1.0061724185943604,0.41382576028505963
15,0.7516257539391518,0.6875,0.9460649291674296,0.4734848539034526
16,0.7495517358183861,0.70703125,0.9199579358100891,0.4933712085088094
17,0.8917295038700104,0.5703125,1.1404152711232503,0.43465909361839294
18,0.819416731595993,0.67578125,0.9447332819302877,0.4839015205701192
19,0.9186565726995468,0.578125,0.9465401768684387,0.4943181872367859
