,train_loss,train_accuracy,test_loss,test_accuracy
0,1.1070703864097595,0.26171875,1.1076682408650715,0.23958333333333334
1,1.0828826203942299,0.40234375,1.1467825571695964,0.19791666666666666
2,1.0818889886140823,0.4140625,1.174899975458781,0.19791666666666666
3,1.0822555422782898,0.4140625,1.1631338596343994,0.19791666666666666
4,1.1180778294801712,0.29296875,1.1514723698298137,0.19791666666666666
5,1.080902799963951,0.4140625,1.1089071830113728,0.19791666666666666
6,1.0954208374023438,0.29296875,1.110662817955017,0.19791666666666666
7,1.079572394490242,0.42578125,1.1103390057881672,0.2916666666666667
8,1.0387805551290512,0.5703125,1.113877296447754,0.25
9,1.0745632946491241,0.3828125,1.1223040421803792,0.2708333333333333
