,train_loss,train_accuracy,test_loss,test_accuracy
0,1.1148261576890945,0.25390625,1.1084783871968586,0.2604166666666667
1,1.0950859189033508,0.30078125,1.0773986180623372,0.5416666666666666
2,1.1189602762460709,0.27734375,1.0888977845509846,0.2604166666666667
3,1.0860662162303925,0.47265625,1.1072738965352376,0.25
4,1.0924041867256165,0.3984375,1.1106236378351848,0.28125
5,1.0446714088320732,0.58203125,1.0927479267120361,0.28977272907892865
6,1.0644049644470215,0.40625,1.1107877890268962,0.29071969787279767
7,1.017823040485382,0.51953125,1.1483931144078572,0.25
8,0.9601239860057831,0.56640625,1.0940447449684143,0.342803031206131
9,1.0364699736237526,0.453125,1.1692991852760315,0.2604166666666667
10,0.9468020349740982,0.58984375,1.0232975681622822,0.48295454184214276
11,0.9856158718466759,0.4296875,0.948554515838623,0.5435606042544047
12,1.0025234371423721,0.5625,1.0099255839983623,0.5965909163157145
13,1.0687159299850464,0.44921875,0.9936577280362447,0.5047348539034525
14,1.1124263554811478,0.4609375,1.071359932422638,0.4327651560306549
15,0.9352802261710167,0.59375,1.1191768248875935,0.2604166666666667
16,1.0463224947452545,0.39453125,1.114427109559377,0.2698863645394643
17,0.9956310912966728,0.453125,1.043914298216502,0.41477272907892865
18,0.9932801946997643,0.45703125,1.1287317276000977,0.36079545815785724
19,0.886927355080843,0.5859375,1.057910958925883,0.42329545815785724
